"type","group_code","job_title_id","title","service","personnel_category","military_occupation_id","service_code_type","code_status","service_title","status"
"VESSEL","9900","9944","Electronics Technician","Navy","Enlisted","GM","RATING","Active","Gunner's Mate",NULL
"VESSEL","9900","9944","Electronics Technician","Navy","Enlisted","GS","RATING","Active","Gas Turbine System Technician",NULL
"VESSEL","9900","9944","Electronics Technician","Navy","Enlisted","GSE","RATING","Active","Gas Turbine System Technician (Electrical)",NULL
"VESSEL","9900","9944","Electronics Technician","Navy","Enlisted","IC","RATING","Active","Interior Communications Electrician",NULL
"VESSEL","9900","9944","Electronics Technician","Navy","Enlisted","IT","RATING","Active","Information Systems Technician",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Air Force","Enlisted","3E1X1","AFSC","Active","Heating, Ventilation, Air Conditioning, and Refrigeration",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Air Force","Enlisted","3E4X0","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Air Force","Enlisted","3E4X1","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Marine Corps","Enlisted","1161","MOS","Active","Refrigeration and Air Conditioning Technician",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Marine Corps","Enlisted","1169","MOS","Active","Utilities Chief",NULL
"VESSEL","9900","9945","Refrigeration Engineer","Navy","Enlisted","MM","RATING","Active","Machinist's Mate",NULL
"VESSEL","9900","9946","Second Refrigeration Engineer","Marine Corps","Enlisted","1161","MOS","Active","Refrigeration and Air Conditioning Technician",NULL
"VESSEL","9900","9948","Plumber","Army","Enlisted","12K","MOS","Active","Plumber",NULL
"VESSEL","9900","9948","Plumber","Marine Corps","Enlisted","1171","MOS","Active","Water Support Technician",NULL
"VESSEL","9900","9948","Plumber","Navy","Enlisted","HT","RATING","Active","Hull Maintenance Technician",NULL
"VESSEL","9900","9948","Plumber","Navy","Enlisted","UC","RATING","Active","Master Chief Utilitiesman",NULL
"VESSEL","9900","9949","Assistant Plumber","Army","Enlisted","12K","MOS","Active","Plumber",NULL
"VESSEL","9900","9949","Assistant Plumber","Marine Corps","Enlisted","1171","MOS","Active","Water Support Technician",NULL
"VESSEL","9900","9949","Assistant Plumber","Navy","Enlisted","HT","RATING","Active","Hull Maintenance Technician",NULL
"VESSEL","9900","9950","Plumber Machinist","Navy","Enlisted","HT","RATING","Active","Hull Maintenance Technician",NULL
"VESSEL","9900","9951","Deck Engineer","Coast Guard","Warrant Officer","010","PAY CODE","Active","Boatswain",NULL
"VESSEL","9900","9951","Deck Engineer","Coast Guard","Warrant Officer","040","PAY CODE","Active","Operations Systems Specialist",NULL
"VESSEL","9900","9951","Deck Engineer","Coast Guard","Officer","79","PAY CODE","Active","Deck Afloat",NULL
"VESSEL","9900","9951","Deck Engineer","Marine Corps","Officer","4305","MOS","Active","Mass Communications Specialist",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","111","DESIGNATOR","Active","URL - Surface Warfare",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","112","DESIGNATOR","Active","URL - Submarine Warfare",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","162","DESIGNATOR","Active","RL - Special Duty - Merchant Marine, Deck",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","166","DESIGNATOR","Active","RL - Special Duty - Merchant Marine, Deck & Engineering",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","612","DESIGNATOR","Active","LDO - Operations, Surface",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","613","DESIGNATOR","Active","LDO - Engineering/Repair, Surface",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","626","DESIGNATOR","Active","LDO - Ordnance, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","628","DESIGNATOR","Active","LDO - Electronics, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Officer","629","DESIGNATOR","Active","LDO - Communications, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","711","DESIGNATOR","Active","CWO - Boatswain, Surface",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","712","DESIGNATOR","Active","CWO - Operations Technician, Surface",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","713","DESIGNATOR","Active","CWO - Engineering Technician, Surface",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","721","DESIGNATOR","Active","CWO - Boatswain, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","723","DESIGNATOR","Active","CWO - Engineering Technician, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","726","DESIGNATOR","Active","CWO - Ordnance, Submarine",NULL
"VESSEL","9900","9951","Deck Engineer","Navy","Warrant Officer","728","DESIGNATOR","Active","CWO - Electronics, Submarine",NULL
"VESSEL","9900","9952","Deck Engineer-Machinist","Coast Guard","Officer","79","PAY CODE","Active","Deck Afloat",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic","Army","Enlisted","88L","MOS","Active","Watercraft Engineer",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic","Coast Guard","Officer","79","PAY CODE","Active","Deck Afloat",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic","Navy","Officer","162","DESIGNATOR","Active","RL - Special Duty - Merchant Marine, Deck",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic","Navy","Officer","166","DESIGNATOR","Active","RL - Special Duty - Merchant Marine, Deck & Engineering",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic","Navy","Officer","612","DESIGNATOR","Active","LDO - Operations, Surface",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Coast Guard","Warrant Officer","040","PAY CODE","Active","Operations Systems Specialist",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Marine Corps","Officer","4305","MOS","Active","Mass Communications Specialist",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","111","DESIGNATOR","Active","URL - Surface Warfare",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","112","DESIGNATOR","Active","URL - Submarine Warfare",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","613","DESIGNATOR","Active","LDO - Engineering/Repair, Surface",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","626","DESIGNATOR","Active","LDO - Ordnance, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","628","DESIGNATOR","Active","LDO - Electronics, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Officer","629","DESIGNATOR","Active","LDO - Communications, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","711","DESIGNATOR","Active","CWO - Boatswain, Surface",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","712","DESIGNATOR","Active","CWO - Operations Technician, Surface",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","713","DESIGNATOR","Active","CWO - Engineering Technician, Surface",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","721","DESIGNATOR","Active","CWO - Boatswain, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","723","DESIGNATOR","Active","CWO - Engineering Technician, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","726","DESIGNATOR","Active","CWO - Ordnance, Submarine",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer","Navy","Warrant Officer","728","DESIGNATOR","Active","CWO - Electronics, Submarine",NULL
"VESSEL","9900","9956","Engineman","Air Force","Enlisted","2T3X0","AFSC","Active","Vehicle And Vehicular Equipment Maintenance",NULL
"VESSEL","9900","9956","Engineman","Air Force","Enlisted","2T3X1","AFSC","Active","Vehicle And Vehicular Equipment Maintenance",NULL
"VESSEL","9900","9956","Engineman","Air Force","Enlisted","2T3X2","AFSC","Active","Special Vehicle Maintenance",NULL
"VESSEL","9900","9956","Engineman","Air Force","Enlisted","3E4X0","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9956","Engineman","Air Force","Enlisted","3E4X1","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","88L","MOS","Active","Watercraft Engineer",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","91B","MOS","Active","Wheeled Vehicle Repairer",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","91H","MOS","Active","Tracked Vehicle Repairer",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","91P","MOS","Active","Artillery Mechanic",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","91X","MOS","Active","Maintenance Supervisor",NULL
"VESSEL","9900","9956","Engineman","Army","Enlisted","91Z","MOS","Active","Senior Maintenance Supervisor",NULL
"VESSEL","9900","9956","Engineman","Coast Guard","Warrant Officer","016","PAY CODE","Active","Naval Engineering",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","1341","MOS","Active","Engineer Equipment Mechanic",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","1342","MOS","Active","Small Craft Mechanic",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","1343","MOS","Active","Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","1345","MOS","Active","Engineer Equipment Operator",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","1372","MOS","Active","Assault Breacher Vehicle (ABV)/Joint Assault Bridge (JAB) Operator",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","2141","MOS","Active","Assault Amphibious Vehicle (AAV) Repairer/Technician",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","2146","MOS","Active","Main Battle Tank (MBT) Repairer/Technician",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","2147","MOS","Active","Light Armored Vehicle (LAV) Repairer/Technician",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","2148","MOS","Active","Expeditionary Fighting Vehicle (EFV) Repairer/Technician",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","2149","MOS","Active","Ordnance Vehicle Maintenance Chief",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","3521","MOS","Active","Automotive Maintenance Technician",NULL
"VESSEL","9900","9956","Engineman","Marine Corps","Enlisted","3529","MOS","Active","Motor Transport Maintenance Chief",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","AS","RATING","Active","Aviation Support Equipmentman",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","CM","RATING","Active","Construction Mechanic",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","EN","RATING","Active","Engineman",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","FN","RATING","Active","Fireman",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","GS","RATING","Active","Gas Turbine System Technician",NULL
"VESSEL","9900","9956","Engineman","Navy","Enlisted","GSE","RATING","Active","Gas Turbine System Technician (Electrical)",NULL
"VESSEL","9900","9957","Engine Utilityman","Air Force","Enlisted","3E1X1","AFSC","Active","Heating, Ventilation, Air Conditioning, and Refrigeration",NULL
"VESSEL","9900","9957","Engine Utilityman","Air Force","Enlisted","3E4X0","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9957","Engine Utilityman","Air Force","Enlisted","3E4X1","AFSC","Active","Water and Fuel Systems Maintenance",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","0316","MOS","Active","Combat Rubber Reconnaissance Craft (CRRC) Coxswain",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1169","MOS","Active","Utilities Chief",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1342","MOS","Active","Small Craft Mechanic",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1361","MOS","Active","Engineer Assistant",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1372","MOS","Active","Assault Breacher Vehicle (ABV)/Joint Assault Bridge (JAB) Operator",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1833","MOS","Active","Assault Amphibious Vehicle (AAV) Crewman",NULL
"VESSEL","9900","9957","Engine Utilityman","Marine Corps","Enlisted","1834","MOS","Active","Expeditionary Fighting Vehicle (EFV) Crewman",NULL
"VESSEL","9900","9957","Engine Utilityman","Navy","Enlisted","EN","RATING","Active","Engineman",NULL
"VESSEL","9900","9957","Engine Utilityman","Navy","Enlisted","SB","RATING","Active","Special Warfare Boat Operator",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Army","Enlisted","92W","MOS","Active","Water Treatment Specialist",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Marine Corps","Enlisted","1169","MOS","Active","Utilities Chief",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Marine Corps","Enlisted","1171","MOS","Active","Water Support Technician",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Navy","Enlisted","MM","RATING","Active","Machinist's Mate",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Navy","Enlisted","MM(NUC)","RATING","Active","Machinist's Mate (Nuclear)",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Navy","Enlisted","MM(SUB)","RATING","Active","Machinist's Mate (Submarine)",NULL
"VESSEL","9900","9958","Evaporator-Utilityman","Navy","Enlisted","MM(SURF)","RATING","Active","Machinist's Mate (Surface)",NULL
"VESSEL","9900","9959","Machinist","Army","Enlisted","91E","MOS","Active","Allied Trades Specialist",NULL
"VESSEL","9900","9959","Machinist","Marine Corps","Enlisted","1316","MOS","Active","Metal Worker",NULL
"VESSEL","9900","9959","Machinist","Marine Corps","Enlisted","2161","MOS","Active","Machinist",NULL
"VESSEL","9900","9959","Machinist","Navy","Warrant Officer","724","DESIGNATOR","Active","CWO - Repair Technician, Submarine",NULL
"VESSEL","9900","9959","Machinist","Navy","Enlisted","AD","RATING","Active","Aviation Machinist's Mate",NULL
"VESSEL","9900","9959","Machinist","Navy","Enlisted","MR","RATING","Active","Machinery Repairman",NULL
"VESSEL","9900","9960","Oiler","Army","Enlisted","92L","MOS","Active","Petroleum Laboratory Specialist",NULL
"VESSEL","9900","9961","Oiler-Diesel","Marine Corps","Enlisted","1341","MOS","Active","Engineer Equipment Mechanic",NULL
"VESSEL","9900","9963","Fireman","Navy","Enlisted","MM","RATING","Active","Machinist's Mate",NULL
"VESSEL","9900","9964","Fireman-Watertender","Navy","Enlisted","MM","RATING","Active","Machinist's Mate",NULL
"VESSEL","9900","9968","Chief Steward","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9968","Chief Steward","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9969","Third Steward","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9969","Third Steward","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9969","Third Steward","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9971","Chief Cook","Air Force","Enlisted","4D0X1","AFSC","Active","Diet Therapy",NULL
"VESSEL","9900","9971","Chief Cook","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9971","Chief Cook","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9971","Chief Cook","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9971","Chief Cook","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9972","Steward Cook","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9972","Steward Cook","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9972","Steward Cook","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9973","Second Cook","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9973","Second Cook","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9973","Second Cook","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9973","Second Cook","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9974","Third Cook","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9974","Third Cook","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9974","Third Cook","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9975","Assistant Cook","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9975","Assistant Cook","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9976","Cook-Baker","Air Force","Enlisted","4D0X1","AFSC","Active","Diet Therapy",NULL
"VESSEL","9900","9976","Cook-Baker","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9976","Cook-Baker","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9977","Second Cook-Baker","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9977","Second Cook-Baker","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9977","Second Cook-Baker","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9978","Night Cook and Baker","Army","Enlisted","92G","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9978","Night Cook and Baker","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9978","Night Cook and Baker","Marine Corps","Enlisted","3381","MOS","Active","Food Service Specialist",NULL
"VESSEL","9900","9978","Night Cook and Baker","Navy","Enlisted","CS","RATING","Active","Culinary Specialist",NULL
"VESSEL","9900","9979","Steward-Baker","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9981","Galleyman","Coast Guard","Enlisted","FS","PAY CODE","Active","Food Service Specialist",NULL
"VESSEL","9900","9982","Laundryman","Army","Enlisted","92S","MOS","Active","Shower/Laundry and Clothing Repair Specialist",NULL
"VESSEL","9900","9982","Laundryman","Marine Corps","Enlisted","3372","MOS","Active","Marine Aide",NULL
"VESSEL","9900","9983","Assistant Laundryman","Army","Enlisted","92S","MOS","Active","Shower/Laundry and Clothing Repair Specialist",NULL
"VESSEL","9900","9988","Purser","Coast Guard","Warrant Officer","020","PAY CODE","Active","Finance and Supply",NULL
"VESSEL","9900","9988","Purser","Coast Guard","Officer","31","PAY CODE","Active","Financial Management",NULL
"VESSEL","9900","9990","Disbursing Officer","Air Force","Officer","38FXX","AFSC","Active","Force Support",NULL
"VESSEL","9900","9990","Disbursing Officer","Air Force","Officer","65FXX","AFSC","Active","Financial Management",NULL
"VESSEL","9900","9990","Disbursing Officer","Air Force","Officer","65WXX","AFSC","Active","Cost Analysis",NULL
"VESSEL","9900","9990","Disbursing Officer","Coast Guard","Warrant Officer","020","PAY CODE","Active","Finance and Supply",NULL
"VESSEL","9900","9990","Disbursing Officer","Coast Guard","Officer","30","PAY CODE","Active","Comptrollership",NULL
"VESSEL","9900","9990","Disbursing Officer","Coast Guard","Officer","31","PAY CODE","Active","Financial Management",NULL
"VESSEL","9900","9990","Disbursing Officer","Coast Guard","Officer","32","PAY CODE","Active","Fiscal Operations",NULL
"VESSEL","9900","9991","Supply Officer","Air Force","Officer","63AXX","AFSC","Active","Acquisition Manager",NULL
"VESSEL","9900","9991","Supply Officer","Air Force","Officer","64PXX","AFSC","Active","Contracting",NULL
"VESSEL","9900","9991","Supply Officer","Air Force","Officer","65AXX","AFSC","Active","Audit",NULL
"VESSEL","9900","9991","Supply Officer","Air Force","Officer","65FXX","AFSC","Active","Financial Management",NULL
"VESSEL","9900","9991","Supply Officer","Air Force","Enlisted","6C0X1","AFSC","Active","Contracting",NULL
"VESSEL","9900","9991","Supply Officer","Army","Officer","02C","AOC","Active","Infantry/Armor/Field Artillery/Engineer Immaterial",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","51C","MOS","Active","Acquisition, Logistics & Technology (AL&T) Contracting NCO",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","89A","MOS","Active","Ammunition Stock Control and Accounting Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","89B","MOS","Active","Ammunition Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","92F","MOS","Active","Petroleum Supply Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","92Y","MOS","Active","Unit Supply Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Army","Enlisted","92Z","MOS","Active","Senior Noncommissioned Logistician",NULL
"VESSEL","9900","9991","Supply Officer","Coast Guard","Officer","01","PAY CODE","Active","General Command and Staff",NULL
"VESSEL","9900","9991","Supply Officer","Coast Guard","Warrant Officer","020","PAY CODE","Active","Finance and Supply",NULL
"VESSEL","9900","9991","Supply Officer","Coast Guard","Officer","33","PAY CODE","Active","Supply and Inventory Management",NULL
"VESSEL","9900","9991","Supply Officer","Coast Guard","Officer","34","PAY CODE","Active","Supply Operations",NULL
"VESSEL","9900","9991","Supply Officer","Coast Guard","Enlisted","SK","PAY CODE","Active","Storekeeper",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","0402","MOS","Active","Logistics Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","0430","MOS","Active","Mobility Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","0430","MOS","Active","Mobility Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Enlisted","0431","MOS","Active","Logistics/Embarkation Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Enlisted","0491","MOS","Active","Logistics/ Mobility Chief",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Enlisted","0847","MOS","Active","Field Artillery Sensor Support Man",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","1390","MOS","Active","Bulk Fuel Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","2340","MOS","Active","Ammunition Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","2340","MOS","Active","Ammunition Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","3002","MOS","Active","Ground Supply Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","3006","MOS","Active","Contracting Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","3010","MOS","Active","Ground Supply Operations Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","3102","MOS","Active","Distribution Management Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","3102","MOS","Active","Distribution Management Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Enlisted","3112","MOS","Active","Distribution Management Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","3302","MOS","Active","Food Service Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","3302","MOS","Active","Food Service Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","6602","MOS","Active","Aviation Supply Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","6604","MOS","Active","Aviation Supply Operations Officer",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8040","MOS","Active","Colonel, Logistician",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8057","MOS","Active","Acquisition Professional Candidate",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8058","MOS","Active","Acquisition Manager/Acquisition Core Member",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8059","MOS","Active","Acquisition Management Professional",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Enlisted","8060","MOS","Active","Acquisition Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8060","MOS","Active","Acquisition Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","8060","MOS","Active","Acquisition Specialist",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Officer","8640","MOS","Active","Requirements Manager",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","8640","MOS","Active","Requirements Manager",NULL
"VESSEL","9900","9991","Supply Officer","Marine Corps","Warrant Officer","8862","MOS","Active","Material Management Officer",NULL
"VESSEL","9900","9991","Supply Officer","Navy","Officer","310","DESIGNATOR","Active","SC - Supply Corps Officer",NULL
"VESSEL","9900","9991","Supply Officer","Navy","Officer","651","DESIGNATOR","Active","LDO - Supply Corps",NULL
"VESSEL","9900","9991","Supply Officer","Navy","Warrant Officer","751","DESIGNATOR","Active","CWO - Supply Corps",NULL
"VESSEL","9900","9991","Supply Officer","Navy","Warrant Officer","752","DESIGNATOR","Active","CWO - Food Service",NULL
"VESSEL","9900","9991","Supply Officer","Navy","Enlisted","LS","RATING","Active","Logistics Specialist",NULL
"VESSEL","9900","9992","Assistant Supply Officer","Air Force","Enlisted","6C0X1","AFSC","Active","Contracting",NULL
"VESSEL","9900","9992","Assistant Supply Officer","Coast Guard","Enlisted","SK","PAY CODE","Active","Storekeeper",NULL
"VESSEL","9900","9992","Assistant Supply Officer","Marine Corps","Enlisted","0431","MOS","Active","Logistics/Embarkation Specialist",NULL
"VESSEL","9900","9992","Assistant Supply Officer","Marine Corps","Enlisted","0491","MOS","Active","Logistics/ Mobility Chief",NULL
"VESSEL","9900","9992","Assistant Supply Officer","Navy","Enlisted","LS","RATING","Active","Logistics Specialist",NULL
"VESSEL","9900","9993","Junior Supply Officer","Army","Enlisted","92A","MOS","Active","Automated Logistical Specialist",NULL
"VESSEL","9900","9993","Junior Supply Officer","Army","Enlisted","92Z","MOS","Active","Senior Noncommissioned Logistician",NULL
"VESSEL","9900","9993","Junior Supply Officer","Coast Guard","Enlisted","SK","PAY CODE","Active","Storekeeper",NULL
"VESSEL","9900","9993","Junior Supply Officer","Marine Corps","Enlisted","0431","MOS","Active","Logistics/Embarkation Specialist",NULL
"VESSEL","9900","9993","Junior Supply Officer","Marine Corps","Enlisted","0491","MOS","Active","Logistics/ Mobility Chief",NULL
"VESSEL","9900","9993","Junior Supply Officer","Navy","Enlisted","LS","RATING","Active","Logistics Specialist",NULL
"VESSEL","9900","9994","Assistant Storekeeper","Army","Enlisted","92A","MOS","Active","Automated Logistical Specialist",NULL
"VESSEL","9900","9994","Assistant Storekeeper","Army","Enlisted","92Y","MOS","Active","Unit Supply Specialist",NULL
"VESSEL","9900","9994","Assistant Storekeeper","Coast Guard","Enlisted","SK","PAY CODE","Active","Storekeeper",NULL
"VESSEL","9900","9994","Assistant Storekeeper","Marine Corps","Enlisted","0431","MOS","Active","Logistics/Embarkation Specialist",NULL
