"type","group_code","code","name","url","status","description","footnote"
"LABOR","7300","GROUP","LAUNDRY, DRY CLEANING, AND PRESSING FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#7300",NULL,"This job family includes occupations involved in receiving, sorting, washing, drying, dry cleaning, dyeing, pressing, and preparing for delivery clothes, linens, and other articles requiring laundering, dry cleaning, or pressing.",NULL
"LABOR","7400","7402","Baking","http://www.opm.gov/fedclass/fws7402.pdf",NULL,"This standard is to be used to grade nonsupervisory jobs involved in the preparation of regular and special diet bakery products such as bread, rolls, cakes, cookies, pies, doughnuts, pastries, puddings, fillings, and icings. ",1
"LABOR","7400","7404","Cooking","http://www.opm.gov/fedclass/fws7404.pdf",NULL,"This standard covers nonsupervisory work involved in the preparation of regular or special diet foods and meals.  This includes cooking meats, poultry, fish, shellfish, and vegetables and making soups, gravies, sauces, desserts, and other foods.  Cooks use standardized recipes and menus and personal knowledge and experience to measure, assemble, and mix ingredients; regulate cooking temperatures; and add seasoning to foods.  They use specialized knowledge and skill to design and prepare decorated foods and aesthetic food arrangements.  This includes techniques to mold food items into various forms, carve fruits and vegetables into various shapes, and create ice sculptures. ",1
"LABOR","7400","7405","Bartending","http://www.opm.gov/fedclass/fws7405.pdf",NULL,"This standard is for use in grading nonsupervisory work involving the mixing and serving of beverages and the support services required for operating a bar.  The work requires the ability to mix and serve alcoholic and nonalcoholic beverages, meet and converse with the public, and to maintain the bar in a presentable and sanitary condition. ",1
"LABOR","7400","7407","Meatcutting","http://www.opm.gov/fedclass/fws7407.pdf",NULL,"This standard covers nonsupervisory jobs involved in cutting, trimming, and removing bones from a variety of types of meat, including beef, pork, lamb, and veal.  The meat is usually processed from a variety of forms such as boxed beef and pork primals and subprimals, and sides, quarters, primals, and subprimals of lamb and veal.  The work includes cutting meat into steaks, roasts, chops, cutlets, ground meat, and other small cuts using powered equipment and handtools such as meat saws, slicers, grinders, tenderizers, knives, and scrapers.  In some work situations, the work includes processing fish and poultry.  The work may also include wrapping and displaying meat products for retail sale.",1
"LABOR","7400","7408","Food Service Working","http://www.opm.gov/fedclass/fws7408.pdf",NULL,"This standard covers nonsupervisory work involved in serving food and beverages and preparing simple food.  It includes setting and waiting on tables where food service is informal; attending food counters; portioning and serving food; assembling trays for hospital patients; recording and retrieving patient diet and other food service information using a computer or manual file system; washing dishes, pots, pans, glasses, and silverware; transporting food, equipment, and supplies by manual or motorized carts; and assisting in food preparation by peeling potatoes, cutting vegetables, assembling and tossing salads, measuring and weighing ingredients, brewing coffee and tea, and mixing bulk fruit juices.  In addition, the work typically includes sweeping, washing, mopping and buffing floors, and washing walls and ceilings. ",1
"LABOR","7400","7420","Waiter","http://www.opm.gov/fedclass/fws7420.pdf",NULL,"This standard is for use in grading nonsupervisory work concerned with setting up tables in a dining room, serving the requested selections in the prescribed manner, and clearing the tables upon completion of the meal. ",1
"LABOR","7400","GROUP","FOOD PREPARATION AND SERVING FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#7400",NULL,"This job family includes occupations involved in the preparation and serving of food.",NULL
"LABOR","7600","7603","Barbering","http://www.opm.gov/fedclass/fws7603.pdf",NULL,"This standard is to be used for grading nonsupervisory work involved in cutting and arranging the hair of the head and face, and conditioning the hair, scalp, face and neck to suit the individual patron.  The work requires a knowledge of barbering, and the skill in shaving, cutting, and styling hair, mustaches, and beards by applying barbering techniques and tools. ",1
"LABOR","7600","GROUP","PERSONAL SERVICES FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#7600",NULL,"This job family includes occupations concerned with providing grooming, beauty, or other personal services to individuals, patrons, guests, passengers, entertainers, etc., or attending to their personal effects.",NULL
"LABOR","8200","8255","Pneudraulic Systems Mechanic","http://www.opm.gov/fedclass/fws8255.pdf",NULL,"This standard covers nonsupervisory work involved in the repair, modification, test, and maintenance of hydraulic and pneumatic systems and components that actuate mechanisms or produce, control, and regulate fluid flow.  The work requires knowledge of the physical principles governing the behavior of fluids (liquids and gases) as they pertain to hydraulic and pneumatic systems and components; knowledge of basic electrical and mechanical principles; knowledge of repair procedures, methods, and trade practices; the ability to test for and isolate malfunctions in hydraulic and pneumatic systems or components; and the skill to disassemble, repair, and reassemble such devices.  Mechanics work on many different work units at various times and may rotate from modifying, repairing, and rebuilding to testing and troubleshooting assignments. ",1
"LABOR","8200","8268","Aircraft Pneudraulic Systems Mechanic","http://www.opm.gov/fedclass/fws8268.pdf",NULL,"This standard covers nonsupervisory work involved in the maintenance, modification, and repair of hydraulic and pneumatic systems associated with aircraft.  The work requires: knowledge of the physical principles governing the behavior of fluids (liquids and gases) as they pertain to hydraulic and pneumatic systems and their components; knowledge of aircraft structures and the relationship of hydraulic pneumatic systems to the structure and other aircraft systems; knowledge of basic electrical and mechanical principles; the ability to use technical manuals and schematics and to test for and isolate malfunctions in hydraulic and pneumatic systems; and the skill to effect modifications, repairs, or maintenance required. ",1
"LABOR","8200","GROUP","FLUID SYSTEMS MAINTENANCE FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#8200",NULL,"This job family includes occupations that involve repair, modification, assembly, and testing of fluid systems and fluid system components of aircraft, aircraft engines, missiles, and mobile and support equipment.  These fluid systems store, supply, distribute, and move gases or liquids in regulated amounts primarily to produce power, transmit force, and pressurize, cool, and 
\
condition cabins.  Typical of such devices and systems are pumps, governors, regulators, flow control valves, regular valves, air turbines, actuating or slave cylinders, and major accessories that are components of fuel and oil systems; landing gear, brake, flap, door, and other hydraulic actuating and shock absorbing systems; and oxygen, fire prevention, and other pneumatic systems.  The most characteristic knowledge and skills required by the work are those of controlling leakage of fluid under pressure; controlling vibration and heating in high-speed turbine operation; and understanding the principles, schematics, and sensing mechanisms involved in regulating fluid flow.  Work on instruments that contain pneumatic and hydraulic components should be coded to the instrument work family, 3300.",NULL
"LABOR","8600","8602","Aircraft Engine Mechanic","http://www.opm.gov/fedclass/fws8602.pdf",NULL,"This standard provides grading criteria for all nonsupervisory work performing maintenance, troubleshooting, repair, overhaul, modification, and testing of conventional, modified, and experimental aircraft engines, their components, assemblies, and subassemblies.  This standard also covers work involving engine accessories such as starters, generators, anti-icers, and fuel control devices when such assignments are incidental to work on the completed engine.  Some work situations within this series may require varying levels of electronics knowledge. ",1
"LABOR","8600","8610","Small Engine Mechanic",NULL,NULL,"This occupation includes jobs involved in diagnosing malfunctions, determining needed repairs, repairing, and testing small gasoline and diesel engines such as those found on motor boats, lawn mowers, power saws, and other similar equipment.",NULL
"LABOR","8600","GROUP","ENGINE OVERHAUL FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#8600",NULL,"This job family includes occupations concerned primarily with the manufacture, repair, modification, and major overhaul of engines (except where covered by another group), including the disassembly, reassembly, and test phases of engine overhaul programs.",NULL
"LABOR","8800","8810","Aircraft Propeller Mechanic",NULL,NULL,"This occupation includes jobs that involve troubleshooting, repairing, adjusting, overhauling, modifying, testing, and servicing aircraft propeller assemblies and their components, and straightening propeller blades.  The work requires an overall knowledge of hydraulic, electric, and mechanical controls; drive mechanisms and their subassemblies; and of the interrelationships of the mechanisms, valves, synchrophasers, and other components of the complete propeller assembly.",NULL
"LABOR","8800","8840","Aircraft Mechanical Parts Repairing","http://www.opm.gov/fedclass/fws8840.pdf",NULL,"This standard covers nonsupervisory work involved in the repair, modification, overhaul/ recondition, and test of mechanical parts and components removed from fixed and rotary wing aircraft such as control columns, transmissions, gear boxes, landing gear components, clutch assemblies, rotor head assemblies and blades, constant speed drives, mechanical actuators, wheel and rotor brake assemblies, cargo hooks, engine controls, cable tension regulators, accessory drive gear boxes, cargo winches, turbine blades, and compressor vanes.  The work requires knowledge of the mechanical relationships and operational characteristics of mechanical parts and components being repaired or reworked.  The work does not require a substantive knowledge of aircraft systems and their interrelationships. ",1
"LABOR","8800","8852","Aircraft Mechanic","http://www.opm.gov/fedclass/fws8852.pdf",NULL,"This standard is used to grade all nonsupervisory jobs involved in the maintenance, troubleshooting, repair, overhaul, and modification of fixed and rotary wing aircraft systems, airframes, components and assemblies, where the work requires substantive knowledge of the airframe and aircraft mechanical, pneudraulic, and/or electrical systems and their interrelationships.  Some work situations within this series may require varying levels of electronics knowledge. ",1
"LABOR","8800","8862","Aircraft Attending","http://www.opm.gov/fedclass/fws8862.pdf",NULL,"This standard is used to grade nonsupervisory work concerned with the servicing of military and civilian aircraft both foreign and domestic.  The work involves meeting and guiding incoming aircraft to appropriate parking areas, directing aircraft into parking position through hand signals, securing aircraft (e.g., chock wheels, attach ground wires, and install lock pins and engine covers), refueling aircraft, obtaining and operating aircraft ground support equipment (e. g., gas turbine compressors and auxiliary power units), and servicing (i.e., checking and replenishing) aircraft with oil, hydraulic fluid compressed air, nitrogen, liquid oxygen, demineralized water, and other consumable materials.  Most work requires the incidental use of a variety of trade practices associated with occupations such as motor vehicle operating, tractor operating, and fuel distribution system operating. ",1
"LABOR","8800","GROUP","AIRCRAFT OVERHAUL FAMILY","http://www.opm.gov/fedclass/html/fwseries.asp#8800",NULL,"This job family includes occupations concerned primarily with the overhaul of aircraft, including the disassembly, reassembly, and test phases of aircraft overhaul programs.  Specialized work primarily involved in maintaining and repairing single aircraft systems, engines, or accessories should be coded to the appropriate work family or the kind of work done.",NULL
"LABOR","9000","9003","Film Assembling and Repairing",NULL,NULL,"This occupation includes jobs involved in examining, cleaning, modifying, cutting, splicing, and assembling motion picture film, filmstrips, and film prints; deleting damaged sections, and repairing defects; joining, assembling, synchronizing, and preparing preprint motion picture film 
\
for printing; matching, cutting, splicing, and synchronizing negative film in picture and sound sequence to an edited work print of a completed motion picture production; etc.  This work involves the operation of equipment such as automatic inspection machines, film cleaning machines, film splicers, rewinders, synchronizers, magnetic sound readers, moviolas, film coding machines, and/or film lacquering machines, and may involve the incidental operation of projectors and other similar viewing and/or sound equipment.",NULL
"LABOR","9000","9004","Motion Picture Developing/Printing Machine Operating",NULL,NULL,"This occupation includes jobs involved in the operation and operational maintenance of motion picture developing machines and/or printing machines.",NULL
"LABOR","9000","GROUP","FILM PROCESSING FAMILY",NULL,NULL,"This job family includes occupations that involve processing film; for example, operating motion picture developers and printers; cleaning, repairing, matching, cutting, splicing, and assembling films; and mixing developing solutions).  The work does not include processing work that requires specialized subject-matter knowledge or artistic ability.",NULL
"VESSEL","9900","9901","(Miscellaneous jobs not covered by specific occupational codes)",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9902","Master",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9903","Chief Officer Cable",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9904","Ship Pilot",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9905","First Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9906","Second Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9907","Third Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9908","Ship's Communication Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9909","Radio Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9910","First Assistant Radio Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9911","Radio Electronics Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9912","First Assistant Radio Electronics Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9913","Relief Deck Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9914","Damage Control Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9915","Assistant Damage Control Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9916","Master-Mate (Fishing Vessel)",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9917","Deck Midshipman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9918","Damage Control Leader",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9919","Damage Control Assistant Leader",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9920","Boatswain",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9921","Carpenter",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9922","Carpenter-Maintenance",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9923","Boatswain's Mate",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9924","Able Seaman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9925","Able Seaman-Maintenance",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9926","Quartermaster",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9927","Seaman-Fisherman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9928","Ordinary Seaman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9929","Damage Controlman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9931","Chief Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9932","First Assistant Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9933","Second Assistant Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9934","Third Assistant Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9935","Relief Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9936","Engine Midshipman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9939","Chief Electrician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9940","Electrician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9941","Electrician-Maintenance",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9942","Second Electrician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9943","Third Electrician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9944","Electronics Technician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9945","Refrigeration Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9946","Second Refrigeration Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9947","Third Refrigeration Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9948","Plumber",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9949","Assistant Plumber",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9950","Plumber Machinist",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9951","Deck Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9952","Deck Engineer-Machinist",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9953","Deck Engineer-Mechanic",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9954","Unlicensed Junior Engineer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9955","Pumpman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9956","Engineman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9957","Engine Utilityman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9958","Evaporator-Utilityman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9959","Machinist",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9960","Oiler",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9961","Oiler-Diesel",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9962","Refrigeration Oiler",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9963","Fireman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9964","Fireman-Watertender",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9965","Wiper",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9968","Chief Steward",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9969","Third Steward",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9971","Chief Cook",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9972","Steward Cook",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9973","Second Cook",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9974","Third Cook",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9975","Assistant Cook",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9976","Cook-Baker",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9977","Second Cook-Baker",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9978","Night Cook and Baker",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9979","Steward-Baker",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9980","Third Pantryman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9981","Galleyman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9982","Laundryman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9983","Assistant Laundryman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9984","Messman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9985","Steward-Utilityman",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9988","Purser",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9989","Junior Purser",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9990","Disbursing Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9991","Supply Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9992","Assistant Supply Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9993","Junior Supply Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9994","Assistant Storekeeper",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9995","Chief, Radio Electronics Technician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9996","Medical Services Officer",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9997","First Radio Electronics Technician",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","9998","Yeoman-Storekeeper",NULL,NULL,"No Description Available",NULL
"VESSEL","9900","GROUP","VESSEL JOBS EXCLUDED FROM THE FEDERAL WAGE SYSTEM BY 5 U.S.C. 5342",NULL,NULL,"No Description Available",NULL
"WHITE COLLAR","0000","0006","Correctional Institution Administration Series","http://www.opm.gov/fedclass/gs0006.pdf",NULL,"This series covers positions that involve responsibility for managing, or participating in the overall management of correctional institutions, correctional systems, or correctional programs, and positions that involve responsibility for advising on, reviewing, and evaluating the management of such institutions, systems, or programs.  Work in this series requires knowledge of:  (1) penological theories, principles, and techniques; and (2) the problems, methods, and techniques of institutional management.",2
"WHITE COLLAR","0000","0007","Correctional Officer Series","http://www.opm.gov/fedclass/gs0007.pdf",NULL,"This series covers positions involving the correctional treatment, custody, and supervision of criminal offenders in correctional institutions or community-based correctional treatment or rehabilitation facilities.  Positions in this series have as their paramount requirement the knowledge and application of correctional skills and techniques.",1
"WHITE COLLAR","0000","0011","Bond Sales Promotion Series",NULL,NULL,"This series covers all classes of positions the duties of which are to advise on, administer, supervise, or perform work involved in promoting and maintaining the sales of United States Savings Bonds and Stamps by originating and developing promotional themes, ideas, and programs by planning, organizing, and directing the work of committees, groups, and other persons participating in the conduct of bond and stamp drives, programs, and campaigns, and by other means.",NULL
"WHITE COLLAR","0000","0018","Safety and Occupational Health Management Series","http://www.opm.gov/fedclass/gs0018.pdf",NULL,"This series covers positions that involve the management, administration, or operation of a safety and occupational health program or performance of administrative work concerned with safety and occupational health activities and includes the development, implementation, and evaluation of related program functions.  The primary objective of this work is the elimination or minimization of human injury and property and productivity losses, caused by harmful contact incidents, through the design of effective management policies, programs, or practices.  Safety and occupational health management work requires application of the knowledge of: (1) the principles, standards, and techniques of safety and occupational health management; and (2) pertinent elements of engineering, physical science, ergonomics, psychology, industrial hygiene, physiology, sociology, and other scientific and technological fields, that contribute to the achievement of comprehensive safety and occupational health objectives.",1
"WHITE COLLAR","0000","0019","Safety Technician Series","http://www.opm.gov/fedclass/gs0019.pdf",NULL,"This series covers positions that involve support work in accident prevention, including inspecting safety conditions, investigating and compiling data on accidents, and providing information on safety standards and techniques.  Positions require a practical knowledge of work processes and equipment, environmental conditions, and established safety standards, protective devices and accident prevention measures.",2
"WHITE COLLAR","0000","0020","Community Planning Series","http://www.opm.gov/fedclass/gs0020.pdf",NULL,"This series covers professional positions concerned with community planning and with developing the art and science of planning to apply to communities such as urban or rural neighborhoods, villages, Indian reservations, cities, counties, regions, States, or the nation.  Community planning work requires knowledge of planning concepts, principles, techniques, and practices; the social, economic, political, and physical elements involved in human settlements; and the dynamics of change within these elements.  Planners identify community needs, resources, and problems and assist citizens to make decisions on goals, policies, priorities, plans, programs, and methods of implementation designed to create a physical, economic, and social environment in which the human activities desired by the members of the community may flourish.",1
"WHITE COLLAR","0000","0021","Community Planning Technician Series",NULL,NULL,"This series covers positions of technicians who apply practical knowledge of community planning methods and techniques.  They collect, select, compute, adjust, and process data; prepare charts, exhibits, and reports; and perform related duties supporting professional planning work.  The positions require technical rather than professional knowledge and abilities for full performance and, therefore, do not require education and training equivalent in scope and nature to that required for professional positions in community planning.",NULL
"WHITE COLLAR","0000","0023","Outdoor Recreation Planning Series","http://www.opm.gov/fedclass/gs0023.pdf",NULL,"This series covers positions whose primary concerns are planning, advising on, and coordinating the use of land, water and related resources to provide opportunities for the creative use of leisure time outdoors, with due regard to protecting and enhancing the quality of the outdoor environment for the enjoyment of people.  The work requires application of knowledge of:  (1) pertinent aspects of economics, sociology, and other social sciences in the assessment of demand for outdoor recreation; (2) the practices of natural resource conservation involved in the development and coordination of programs to provide recreation resources; and (3) the techniques of area planning.",1
"WHITE COLLAR","0000","0025","Park Ranger Series","http://www.opm.gov/fedclass/gs0025.pdf",NULL,"This series covers positions the duties of which are to supervise, manage, and/or perform work in the conservation and use of Federal park resources.  This involves functions such as park conservation; natural, historical, and cultural resource management; and the development and operation of interpretive and recreational programs for the benefit of the visiting public.  Duties characteristically include assignments such as:  forest and structural fire control; protection of property from natural or visitor related depredation; dissemination to visitors of general, historical, or scientific information; folk-art and craft demonstration; control of traffic and visitor use of facilities; enforcement of laws and regulations; investigation of violations, complaints, trespass/encroachment, and accidents; search and rescue missions; and management activities related to resources such as wildlife, lakeshores, seashores, forests, historic buildings, battlefields, archeological properties, and recreation areas.",1
"WHITE COLLAR","0000","0028","Environmental Protection Specialist Series","http://www.opm.gov/fedclass/gs0028.pdf",NULL,"This series covers positions that involve advising on, managing, supervising, or performing administrative or program work relating to environmental protection programs (e.g., programs to protect or improve environmental quality, control pollution, remedy environmental damage, or ensure compliance with environmental laws and regulations).  These positions require specialized knowledge of the principles and methods of administering environmental protection programs and the laws and regulations related to environmental protection activities.",1
"WHITE COLLAR","0000","0029","Environmental Protection Assistant Series",NULL,NULL,"This series covers positions that involve performing a variety of technical support work in connection with the operation of environmental protection programs.  This work may take the form of assisting higher level environmental protection personnel in an area of assignment or it may involve independent performance of limited assignments in a prescribed segment of an environmental protection program.  This work requires the ability to apply established instructions, rules, regulations, and procedures relevant to environmental protection activities.",NULL
"WHITE COLLAR","0000","0030","Sports Specialist Series",NULL,NULL,"This series covers positions that require a knowledge of the physical and psychological factors in individual and team sports, and of the nature, purpose, and organization of recreational or competitive individual and team sports activities.  Sports specialists:  (1) plan, supervise, administer or carry out sports programs; (2) conduct clinics or seminars to train coaches or officials; (3) train and develop athletes in individual or team sports; (4) plan, organize or conduct tournaments or competitions from the intramural to the international levels; or (5) perform other functions requiring knowledge or skill in sports.",NULL
"WHITE COLLAR","0000","0050","Funeral Directing Series",NULL,NULL,"This series covers all classes of positions the duties of which are to supervise or perform work, at a hospital or other station, involved in planning and directing details relating to funeral and burial services of deceased persons, including responsibility for the embalming and preparation of decedents in accordance with policies, procedures, and public health regulations, or to administer or participate in the administration of the mortuary program of a Federal agency.",NULL
"WHITE COLLAR","0000","0060","Chaplain Series","http://www.opm.gov/fedclass/gs0060.pdf",NULL,"This series covers all positions the duties of which are to advise on, administer, supervise, or perform professional work involved in a program of spiritual welfare and religious guidance for patients of Government hospitals and homes, for inmates of Government correctional and penal or other institutions, or for persons in other Government activities where civilian chaplain service is needed.  Positions are classifiable to this series when the nature of duties and responsibilities is such that ordination by a recognized ecclesiastical body is a basic requirement.",1
"WHITE COLLAR","0000","0062","Clothing Design Series","http://www.opm.gov/fedclass/gs0062.pdf",NULL,"This series covers classes of positions that involve nonprofessional technical work in the design, development, testing, standardization, and improvement of clothing (including headgear, footgear, and handgear) for performance, appearance, comfort, and economical production.",1
"WHITE COLLAR","0000","0072","Fingerprint Identification Series","http://www.opm.gov/fedclass/gs0072.pdf",NULL,"This series covers positions that involve classifying, searching, verifying, and filing fingerprints and other vestigial prints (such as footprints or palm prints) for identifying persons.  The work requires a knowledge of the methods used in fingerprint classification and identification.",1
"WHITE COLLAR","0000","0080","Security Administration Series","http://www.opm.gov/fedclass/gs0080.pdf",NULL,"This series covers positions the primary duties of which are analytical, planning, advisory, operational, or evaluative work that has as its principal purpose the development and implementation of policies, procedures, standards, training, and methods for identifying and protecting information, personnel, property, facilities, operations, or material from unauthorized disclosure, misuse, theft, assault, vandalism, espionage, sabotage, or loss.  Duties involve the management, supervision, or performance of work in:  (1) developing, evaluating, maintaining, and/or operating systems, policies, devices, procedures, and methods used for safeguarding information, property, personnel, operations, and materials; and/or (2) developing and implementing policies and procedures for analyzing and evaluating the character, background, and history of employees, candidates for employment, and other persons having or proposed to be granted access to classified or other sensitive information, materials, or work sites.  (Note: This series does not include police work as described in the Police Series, 0083.);",1
"WHITE COLLAR","0000","0081","Fire Protection and Prevention Series","http://www.opm.gov/fedclass/gs0081.pdf",NULL,"This series covers positions that supervise or perform work to control and extinguish fires, rescue persons endangered by fire, and reduce or eliminate potential fire hazards.  It also covers fire service positions that control hazardous materials incidents; train personnel in fire protection and prevention; operate fire communications equipment; develop and implement fire protection and prevention plans, procedures, and standards; and advise on improvements to structures for better fire prevention.  Positions in this series require knowledge of firefighting and fire prevention theory and techniques, a knowledge of fixed and mobile firefighting equipment operation; and/or the ability to plan, direct, or carry out fire protection and prevention programs and operations.",1
"WHITE COLLAR","0000","0082","United States Marshal Series","http://www.opm.gov/fedclass/gs0082.pdf",NULL,"This series covers positions involving a range of law enforcement responsibilities including serving of civil writs and criminal warrants issued by Federal courts; tracing and arresting people wanted under court warrants; seizing and disposing of property under court orders; safeguarding and transporting prisoners; providing for the physical security of court facilities and personnel; providing for the physical security of jurors and key Government witnesses and their families; preventing civil disturbances or restoring order in riot and mob violence situations; and performing other special law enforcement duties as directed by a court order or by the Department of Justice.  These positions require ability in locating and identifying wanted persons or property, knowledge of court procedure, basic knowledge of business records and practices, knowledge of Federal and State laws that deputies must enforce, as well as relevant court decisions, and ability to deal with people from all levels of society.",1
"WHITE COLLAR","0000","0083","Police Series","http://www.opm.gov/fedclass/gs0083.pdf",NULL,"This series covers positions the primary duties of which are the performance or supervision of law enforcement work in the preservation of the peace; the prevention, detection, and investigation of crimes; the arrest or apprehension of violators; and the provision of assistance to citizens in emergency situations, including the protection of civil rights.  The purpose of police work is to assure compliance with Federal, State, county, and municipal laws and ordinances, and agency rules and regulations pertaining to law enforcement work.",1
"WHITE COLLAR","0000","0084","Nuclear Materials Courier Series","http://www.opm.gov/fedclass/gs0084.pdf",NULL,"This series covers positions the duties of which involve performing or supervising the safe and secure transportation of sensitive nuclear materials owned or controlled by the Department of Energy.  The work requires knowledge of laws, rules, regulations, methods, techniques, and procedures governing:  the operation, control, and protection of vehicles and their cargoes; the use of tactical weapons and arrest authority; emergencies involving health and safety of personnel, vehicles, and nuclear materials; departmental and other Federal, State, and local security authorities; and similar knowledge involving the protection, movement, and delivery of sensitive nuclear materials.",2
"WHITE COLLAR","0000","0085","Security Guard Series","http://www.opm.gov/fedclass/gs0085.pdf",NULL,"This series covers positions the primary duties of which are the performance or supervision of protective services work in guarding Federally-owned or leased buildings and property; protecting Government equipment and material; and controlling access to Federal installations by employees, visitors, residents, and patients.  The purpose of security guard work is to protect and prevent loss of materials or processes that are important for national defense, for public health or safety, or as national treasures.",1
